,word,,domains,english,spanish,french,indonesian
4212,קִטְרוֹן,PN,settlement,Kitron,Quitrón,Qitrôn,Kitron
4213,קָטָּת,PN,settlement,Kattath,Catat,Qattath,Katat
4214,קַיִן-1,PN,person,Cain / Kain / Kenite,Caín,Caïn,Kain
4215,קַיִן-2,PN,group,Cain / Kain / Kenite,Quenita,Caïn,orang Keni
4216,קַיִן-3,PN,settlement,Cain / Kain / Kenite,Caín,Qaïn,Kain
4217,קִינָה-1,RI,mourning,lamentation / elegy,lamentación / canto fúnebre,lamentation / élégie,ratapan / nyanyian dukacita
4218,קִינָה-2,PN,settlement,Kinah,Quiná,Qina,Kina
4219,קֵינִי,PN,group,Kenite,Quenita,Qénite / fils de Qéni,orang Keni
4220,קֵינָן,PN,person,Kenan,Cainán,Qénân,Kenan
4221,קִיקָיוֹן,FL,health,castor oil plant,ricino,ricin,pohon jarak
4222,קִיר,PN,area,Kir,Quir,Qir,Kir
4223,קִיר־חֶרֶשׂ,PN,settlement,Kir-Heres / Kir-Hareseth,Quir-heres,Qir-Hèrès,Kir-Hareset
4224,קִיר חֲרָשֶׂת,PN,settlement,Kir-Heres / Kir-Hareseth,Quir / Jaréset / Kir-hareset,Qir-Harèseth,Kir-Heres
4225,קִיר־חֲרֶשֶׂת,PN,settlement,Kir-Heres / Kir-Hareseth,,Quir-Hérès,Kir-Hareset
4226,קִיר־מוֹאָב,PN,settlement,Kir-Moab,Quir de Moab,Qir-Moab,Kir-Moab
4227,קֵירֹס,PN,person,Keros,Querós,Qéros,Keros
4228,קִישׁ-1,PN,person,Kish,Quis,Qish,Kish
4229,קִישׁ-2,PN,person,Kish,Quis,Qish,Kish
4230,קִישׁ-3,PN,person,Kish,Quis,Qish,Kish
4231,קִישׁ-4,PN,person,Kish,Quis,Qish,Kish
4232,קִישׁ-5,PN,person,Kish,Quis,Qish,Kish
4233,קִישׁוֹן,PN,nature,Kishon,Quisón,Qishôn,sungai Kison
4234,קִישִׁי,PN,person,Kishi,Quisí,Qishi,Kisi
4235,קַלַּי,PN,person,Kallai,Calai,Qallaï,Kalai
4236,קֵלָיָה,PN,person,Kelaiah,Quelaías,Qélaya,Kelaya
4237,קְלִיטָא,PN,person,Kelita,Quelitá,Qelita,Kelita
4238,קְלָלָה,RI,blessing and curse,curse,maldición,malédiction,kutukan
4239,קלע,RE,crafts,to carve,tallar / labrar,découper / tailler / sculpter / lancer,mengukir
4240,קָמָה,FL,grasses,standing grain,grano en pie,grain encore debout,gandum yang belum dipanen / berkas gandum yang baru dipotong
4241,קְמוּאֵל-1,PN,person,Kemuel,Quemuel,Qemouël,Kemuel
4242,קְמוּאֵל-2,PN,person,Kemuel,Quemuel,Qemouël,Kemuel
4243,קְמוּאֵל-3,PN,person,Kemuel,Quemuel,Qemouël,Kemuel
4244,קָמוֹן,PN,settlement,Kamon,Camón,Qamôn,Kamon
4245,קנא,AT,attitudes and emotions,be zealous / be concerned / be envious / be jealous,,être zélé,iri hati / cemburu
4246,קַנָּא,AT,attitudes and emotions,zealous / jealous,,zélé / jaloux,cemburu
4247,קִנְאָה,AT,attitudes and emotions,ardour / passion / zeal / envy / jealousy,envidia / celo,ardeur / passion,mencurigai / iri hati / cemburu
4248,קָנָה-1,PN,nature,Kanah,Caná,Qana,sungai Kana
4249,קָנָה-2,PN,locale,Kanah,Caná,Qana,Kana
4250,קָנֶה-1,FL,grasses,reed,caña,roseaux / joncs,buluh
4251,קָנֶה-2,FL,plants,aromatic cane / calamus,caña,canne / jonc / rotin,rumput atau buluh berwangi
4252,קָנֶה-3,RE,tools /  weight /  commerce,balance / scales,balanza,balances,timbangan
4253,קָנֶה-4,RE,tools /  size,measuring reed / stick,caña de medir,roseau,tongkat pengukur / garis pengukur
4254,קַנּוֹא,AT,attitudes and emotions,zealous / jealous,,zélé / jaloux,cemburu / tidak mau ada saingan
4255,קְנַז-1,PN,person,Kenaz,Quenaz,Qenaz,Kenas
4256,קְנַז-2,PN,person,Kenaz,Quenaz,Qenaz,Kenas
4257,קְנַז-3,PN,person,Kenaz,Quenaz,Qenaz,Kenas
4258,קְנַז-4,PN,person,Kenaz,Quenaz,Qenaz,Kenas
4259,קְנִזִּי-1,PN,group,Kenizzite,Quenizitas,Qenizzite,orang Keni
4260,קְנִזִּי-2,PN,group,Kenizzite,Quenezita,Qenizzite,orang Kenas
4261,קִנָּמוֹן,FL,trees,cinnamon,canela,canelle / arbre de cinnamone,kayu manis
4262,קְנָת,PN,settlement,Kenath,Quenat,Qenath,Kenat
4263,קסם,RI,paganism /  magic /  communication,practice divination / be a fortune-teller,practicar adivinación / adivinación,pratiquer le divination,berlaku ramalan atau tenungan / menjadi peramal
4264,קֶסֶם-1,RI,paganism /  magic /  communication,oracle / divination,,oracle / divination,mantera / ramalan
4265,קֶסֶם-2,RI,paganism /  magic,fee for divination,,prix pour une divination,upah penenung / biaya untuk ramalan
4266,קֶסֶת,RE,communication /  writing,writing case,,cartable,kotak alat tulis
4267,קְעִילָה,PN,settlement,Keilah,Queilá,Qéïla,Kehila
4268,קִפֹּד,FA,birds,owl,búho / lechuza,porc-épic,burung hantu
4269,קִפּוֹז,FA,birds,owl,búho,hibou / serpent,burung hantu
4270,קֶצַח,FL,perfumes and spices,nutmeg flower,falso comino / comino negro,fleur de noix de muscade,bunga pala
4271,קְצִיעָה-1,FL,trees /  health /  perfumes and spices /  anoint,cassia tree,casia,casse,pohon cassia
4272,קְצִיעָה-2,PN,person,Keziah,Quesiá,Fleur-de-Cannelle,Kezia
4273,קֹרֵא,FA,birds,partridge,perdiz,perdrix,ayam hutan
4274,קָרְבָּן,RI,sacrifices and offerings,offering / gift,ofrenda,offrande,persembahan / hadiah
4275,קַרְדֹּם,RE,crafts,adze,hacha,herminette / type de hache,kapak
4276,קָרֵח,PN,person,Kareah,Caréah,Qaréah,Kareah
4277,קֹרַח-1,PN,person,Korah,Coré,Qorah,Korah
4278,קֹרַח-2,PN,person,Korah,Coré,Qorah,Korah
4279,קֹרַח-3,PN,person,Korah,Coré,Coré,Korah
4280,קֹרַח-4,PN,person,Korah,Coré,Qorah,Korah
4281,קָרְחִי,PN,group,Korahite,Coreítas,Coréites,Korah
4282,קְרִיּוֹת-1,PN,settlement,Kerioth,Queriot,Qeriyoth,Keriot
4283,קְרִיּוֹת-2,PN,settlement,Kerioth,Queriot,Qeriyoth,Keriot
4284,קִרְיַת אַרְבַּע,PN,settlement,Kiriath-Arba,Quiriat-arbá,Qiryath-Arba,Kiryat-Arba
4285,קִרְיַת בַּעַל,PN,settlement,Kiriath-Baal,Quiriat-baal,Qiryath-Baal,Kiryat-Baal
4286,קִרְיַת חֻצוֹת,PN,settlement,Kiriath-Huzoth,Quiriat-husot,Qiryath-Houçoth,Kiryat-Huzot
4287,קִרְיַת יְעָרִים,PN,settlement,Kiriath-Jearim,,Quiriath-Yéarim,Kiryat-Yearim
4288,קִרְיַת סַנָּה,PN,settlement,Kiriath-Sannah,Quiriat-saná,Qiryath-Sanna,Kiryat-Sana
4289,קִרְיַת סֵפֶר,PN,settlement,Kiriath-Sepher,Quiriat-séfer,Qiryath-Séfèr,Kiryat-Sefer
4290,קִרְיַת עָרִים,PN,settlement,Kiriath-Jearim,,Quiriath-Yéarim,Kiryat-Arim
4291,קִרְיָתַיִם-1,PN,settlement,Kiriathaim,Quiriataim,Qiryataïm,Kiryataim
4292,קִרְיָתַיִם-2,PN,settlement,Kiriathaim,Quiriataim,Qiryataïm,Kiryataim
4293,קֶרֶן,AT,features of objects,horn,cuerno,colline / corne / rayon du soleil,tanduk
4294,קֶרֶן הַפּוּךְ,PN,person,Keren-Happuch,Queren-hapuc,Ombre-à-paupière,Kerenhapukh
4295,קַרְנַיִם,PN,locale,Karnaim,Carnayin,Qarnaïm,Karnaim
4296,קֶרֶץ,FA,"insects, spiders, and worms",gadfly,tábano,mouche piquante,pikat / lalat besar
4297,קַרְקַע,PN,locale,Karka,Carcá,Qarqaa,Karka
4298,קַרְקֹר,PN,locale,Karkor,Carcor,Qarqor,Karkor
4299,קַרְתָּה,PN,settlement,Kartah,Cartá,Qarta,Karta
4300,קַרְתָּן,PN,settlement,Kartan,Cartán,Qartân,Kartan
4301,קִשֻּׁאָה,FL,fruits,muskmelon / cantaloupe,pepino,cantaloupe / melon,semangka
4302,קְשֵׁה־עֹרֶף,AT,?,stubborn / rebellious,terco,têtu,tegar tengkuk / keras kepala / pemberontak
4303,קִשְׁיוֹן,PN,settlement,Kishion,Quisión,Qishyôn,Kisyon
4304,רֹאֶה,BE,"people; occupations; prophecy, vision",seer / vision,vidente / profeta,voyant / vision,pelihat / petenung
4305,רְאוּבֵן,PN,person,Reuben,Rubén,Ruben,Ruben
4306,רְאוּבֵנִי,PN,group,Reubenite,Rubenitas,Rubénite / de Ruben],orang Ruben
4307,רְאוּמָה,PN,person,Reumah,Reumá,Réouma,Reuma
4308,רְאָיָה-1,PN,person,Reaiah,Reaías,Réaya,Reaya
4309,רְאָיָה-2,PN,person,Reaiah,Reaías,Réaya,Reaya
4310,רְאָיָה-3,PN,person,Reaiah,Reaías,Réaya,Reaya
4311,רְאֵם,FA,mammals /  wild animals,wild ox,búfalo / buey salvaje,buffle,lembu hutan / banteng liar
4312,רָאמוֹת-1,PN,settlement,Ramoth,Ramot,corail noir / Ramoth,Ramot
4313,רָאמוֹת-2,PN,settlement,Ramoth,Ramot,Ramoth,Ramot
4314,רָאמוֹת גִּלְעָד,PN,settlement,Ramoth in Gilead,Ramot de Galaad,Ramoth-de-Galaad,Ramot-Gilead
4315,רָאמַת נֶגֵב,PN,settlement,Ramah of the Negeb,Ramat del Neguev,Ramath au sud,Rama atau Ramot di bagian selatan wilayah Yehuda
4316,רֹאשׁ-1,FL,plants,hemlock / poisonous plant / poison,veneno,cigüe,ipuh / tanaman beracun
4317,רֹאשׁ-2,PN,person,Rosh,Ros,Rosh,Rosh
4318,רֹאשׁ-3,PN,locale,Rosh,Ros,Mèshek,Rosh
4319,רַב־מָג,BE,"people; court, military; titles; occupations",chief officer / Rabmag,oficial principal / Rabmag,fonctionnaire,kepala pejabat / perwira
4320,רַב־סָרִיס,BE,"people; court, military; titles; occupations",chief officer / Rabsaris,oficial principal / Rabsaris,l'officier supérieur,kepala petugas di istana
4321,רַב־שָׁקֵה,BE,"people; court, military; titles; occupations",chief officer / chief adviser / Rabshakeh,oficial principal / Rabsaces,fonctionnaire,kepala penasehat / kepala pengawal raja
4322,רַבָּה-1,PN,settlement,Rabbah,Rabá,Rabba,Raba
4323,רַבָּה-2,PN,settlement,Rabbah,Rabá,Rabba,Raba
4324,רַבִּית,PN,settlement,Rabbith,Rabit,Rabbith,Rabit
4325,רִבְלָה-1,PN,locale,Riblah,Riblá,Rivla,Ribla
4326,רִבְלָה-2,PN,settlement,Riblah,Riblá,Rivla,Ribla
4327,רֶבַע,PN,person,Reba,Reba,Rèva,Reba
4328,רִבְקָה,PN,person,Rebekah,Rebeca,Rébecca,Ribka
4329,רֹגְלִים,PN,settlement,Rogelim,Roguelim,Roguelim,Rogelim
4330,רֶגֵם,PN,person,Regem,Réguem,Règuem,Regem
4331,רֶגֵם מֶלֶךְ,PN,person,Regem-Melech,Réguem-mélec,Béthel-Sarècèr,Regem-Melekh
4332,רַדַּי,PN,person,Raddai,Radai,Raddaï,Radai
4333,רֳהְגָּה,PN,person,Rohgah,Rohgá,Rohga,Rohga
4334,רוֹדָנִים,PN,group,Rodanim,Rodanim,Rodanim / Dédan,orang Rodanim / orang Rodes
4335,רוּמָה,PN,locale,Rumah,Rumá o Dumá,Rouma / Douma,Duma / Ruma
4336,רוֹמַמְתִּי עֶזֶר,PN,person,Romamti-Ezer,Romamti-ézer,Romamti-Ezèr,Romamti-Ezer
4337,רוּת,PN,person,Ruth,Rut,Ruth,Rut
4338,רְזוֹן,PN,person,Rezon,Rezón,Rezôn,Rezon
4339,רָחָב,PN,person,Rahab,Rahab,Rahab,Rahab
4340,רְחֹבוֹת-1,PN,locale,Rehoboth,Rehobot,Rehovoth,Rehobot
4341,רְחֹבוֹת-2,PN,settlement,Rehoboth,Rehobot,la ville aux larges places,Rehobot
4342,רְחֹבוֹת-3,PN,settlement,Rehoboth,Rehobot,Rehovoth,Rehobot
4343,רְחַבְיָה,PN,person,Rehabiah,Rehabías,Rehavya,Rehabya
4344,רְחַבְיָהוּ,PN,person,Rehabiah,Rehabías,Rehavyahou,Rehabya
4345,רְחַבְעָם,PN,person,Rehoboam,Roboam,Roboam,Rehabeam
4346,רְחוֹב-1,PN,settlement,Rehob,Rehob,Rehov,Rehob
4347,רְחוֹב-2,PN,settlement,Rehob,Rehob,Rehov,Rehob
4348,רְחוֹב-3,PN,person,Rehob,Rehob,Rehov,Rehob
4349,רְחוֹב-4,PN,person,Rehob,Rehob,Rehov,Rehob
4350,רְחוֹב-5,PN,settlement,Rehob,Rejob / Rehob,Rehov,Rehob
4351,רְחוּם (AR),PN,person,Rehum,Rejún / Rehúm,Rehoum,Rehum
4352,רַחוּם,AT,?,compassionate / loving,misericordioso / compasivo,miséricordieux / affecteux,penyayang / pengasih / berbelas kasihan
4353,רְחוּם,PN,person,Rehum,Rehúm,Rehoum,Rehum
4354,רָחֵל-1,FA,mammals /  domestic animals,ewe,oveja hembra,brebis,kambing atau domba betina
4355,רָחֵל-2,PN,person,Rachel,Raquel,Rachel,Rahel
4356,רַחַם,PN,person,Raham,Ráham,Raham,Raham
4357,רָחָם,FA,birds,Egyptian vulture,pelícano / buitre egipcio,aigle-vautour ou espèce de volaille,burung ering Mesir
4358,רַחַת,RE,agriculture,winnowing shovel,pala,pelle à vannage,sekop menampi
4359,רִיבַי,PN,person,Ribai,Ribai,Rivaï,Ribai
4360,רֵיחַ־נִיחוֹחַ,AT,sacrifices and offerings,pleasing odor / soothing aroma,olor grato / aroma agradable,parfum apaisant / odeur apaisante,bau harum yang menyenangkan / aroma yang menenangkan
4361,רִיפַת,PN,person,Riphath,Rifat,Rifath,Rifat
4362,רֵכָב-1,PN,person,Rechab,Recab,Rékav,Rekhab
4363,רֵכָב-2,PN,person,Rechab,Recab,Rékav,Rekhab
4364,רֵכָב-3,PN,person,Rechab,Recab,Rékav,Rekhab
4365,רֵכָבִי,PN,group,Rechabite,Recabitas,Rékabite,Rekhab
4366,רֵכָה,PN,settlement,Recah,Recá,Réka,Rekha
4367,רָכָל,PN,settlement,Racal,Racal,Rakal,Rakhal
4368,רֶכֶשׁ,FA,mammals,fast horse,caballo veloz,cheval,kuda cepat
4369,רָם-1,PN,person,Ram,Ram,Ram,Ram
4370,רָם-2,PN,person,Ram,Ram,Ram,Ram
4371,רָם-3,PN,person,Ram,Ram,Ram,Ram
4372,רמה,AT,morals and ethics,deceive / betray,engañar,tromper / trahir,menipu / mengkhianati
4373,רָמָה-1,PN,settlement,Ramah,Ramá,Rama,Rama
4374,רָמָה-2,PN,settlement,Ramah,Ramá,Rama,Rama
4375,רָמָה-3,PN,settlement,Ramah,Ramá,Rama,Rama
4376,רָמָה-4,PN,settlement,Ramah,Ramá,Rama,Rama
4377,רָמָה-5,PN,settlement,Ramah,Ramot,Rama,Rama
4378,רִמָּה,FA,"insects, spiders, and worms",worm / maggot,gusano / larva,ver / vermine / vermisseau,cacing / berenga / belatung
4379,רִמּוֹן-1,FL,trees /  fruits,pomegranate,granado,grenade,pohon delima
4380,רִמּוֹן-2,PN,settlement,Rimmon,Rimón,Rimmôn,Rimon
4381,רִמּוֹן-3,PN,settlement,Rimmon,Rimón,Rimmôna / Rimmono,Rimon
4382,רִמּוֹן-4,PN,person,Rimmon,Rimón,Rimmôn,Rimon
4383,רִמּוֹן-5,PN,supernatural beings and powers,Rimmon,Rimón,Rimmôn,Rimon
4384,רָמוֹת,PN,person,Ramoth / Jeremoth,Ramot,Yeramoth,Ramot / Yeramot
4385,רָמוֹת נֶגֵב,PN,locale,Ramoth of the Negeb,Ramot del Négueb,Ramoth du Néguev / Ramoth dans le Néguev,Ramot di Negeb
4386,רְמִיָּה-1,AT,morals and ethics,laziness / slackness / sluggish behaviour,engaño,paresse,kemalasan / kelonggaran / perilaku lamban
4387,רְמִיָּה-2,PN,person,Ramiah,Ramías,Ramya,Ramya
4388,רְמִיָּה-3,AT,morals and ethics,deceit / betrayal,,,penipuan / pengkhianatan
4389,רְמַלְיָהוּ,PN,person,Remaliah,Remalías,Remalyahou,Remalya
4390,רִמֹּן פֶּרֶץ,PN,locale,Rimmon-Perez,Rimón-peres,Rimmôn-Pèrèç,Rimon-Peres / Rimon-Peros
4391,רֶמֶשׂ,FA,snakes and lizards,reptiles / creeping things,animales que se arrastran,animaux,reptil / binatang melata
4392,רֶמֶת,PN,settlement,Remeth,Rémet,Rèmeth,Remet
4393,רָמַת לְחִי,PN,locale,Ramath-Lehi,Ramat Lehí,Ramath-Lèhi,Ramat-Lehi
4394,רָמָתִי,PN,group,Ramathite,Ramatita,Ramatite,orang Rama
4395,רָמָתַיִם צוֹפִים,PN,settlement,Ramathaim-Zophim,Ramataim de Zofim,Ramataïm-Çofim,Ramataim-Zofim
4396,רִנָּה,PN,person,Rinnah,Riná,Rinna,Rina
4397,רְנָנִים,FA,birds,ostrich,avestruz,autruche,burung unta
4398,רִסָּה,PN,locale,Rissah,Risá,Rissa,Risa
4399,רֶסֶן-1,RE,tools /  animal husbandry,bridle,brida,bride / mors,tali les / kekangan
4400,רֶסֶן-2,PN,settlement,Resen,Resen,Rèsèn,Resen
4401,רְעוּ,PN,person,Reu,Reú,Réou,Rehu
4402,רְעוּאֵל-1,PN,person,Reuel,Reuel,Réouël,Rehuel
4403,רְעוּאֵל-2,PN,person,Reuel,Reuel,Réouël,Rehuel
4404,רְעוּאֵל-3,PN,person,Reuel,Reuel,Réouël,Rehuel
4405,רְעוּאֵל-4,PN,person,Reuel,Reuel,Réouël,Rehuel
4406,רֵעִי,PN,person,Rei,Rei,Réï,Rei
4407,רְעֵלָיָה,PN,person,Reelaiah,Reelaías,Réélaya,Reelaya
4408,רַעְמָה,PN,person,Raamah,Raamá,Raéma,Raema
4409,רַעַמְיָה,PN,person,Raamiah,Raamías,Raamya,Raamya
4410,רַעְמְסֵס,PN,area /  settlement,Rameses,Ramsés,Ramsès,Rameses
4411,רָפָא-1,PN,person,Rapha,Rafa,Rafa,Rafa
4412,רָפָא-2,PN,person,Raphah,Rafa,Rafa,raksasa
4413,רְפָאִים-1,PN,group,Rephaim,refaíta,Refaïte,Refaim
4414,רְפָאִים-2,BE,supernatural beings and powers /  group,shades,espíritu de los muertos,ombres / trépassé / des morts,roh orang mati
4415,רְפָאֵל,PN,person,Rephael,Rafael,Refaël,Refael
4416,רָפָה-1,PN,person,Raphah,Réfah,Harafa,raksasa / Rafa
4417,רָפָה-2,PN,person,Raphah,Réfah,Rafa,Rafa
4418,רָפוּא,PN,person,Raphu,Rafú,Rafou,Rafu
4419,רֶפַח,PN,person,Rephah,Réfah,Rèfah,Refah
4420,רְפִידִים,PN,locale,Rephidim,Refidim,Refidim,Rafidim
4421,רְפָיָה-1,PN,person,Rephaiah,Refaías,Refaya,Refaya
4422,רְפָיָה-2,PN,person,Rephaiah,Refaías,Refaya,Refaya
4423,רְפָיָה-3,PN,person,Rephaiah,Refaías,Refaya,Refaya
4424,רְפָיָה-4,PN,person,Rephaiah,Refaías,Refaya,Refaya
4425,רְפָיָה-5,PN,person,Rephaiah,Refaías,Refaya,Refaya
4426,רֶפֶת,RE,constructions /  animal husbandry,stall / animal pen,establo,clôture / étable,kandang / kurungan
4427,רָצוֹן,AT,?,delight / satisfaction / will / pleasure / goodwill / favour,placer / voluntad / favor,délice / satisfaction,berkenan / kepuasan / kesenangan / niat baik / nikmat
4428,רִצְיָא,PN,person,Riziah,Risiá,Ricia,Rizya
4429,רְצִין-1,PN,person,Rezin,Resín,Recîn,Rezin
4430,רְצִין-2,PN,person,Rezin,Resín,Recîn,Rezin
4431,רֶצֶף,PN,settlement,Rezeph,Résef,Rècef,Rezef
4432,רִצְפָּה,PN,person,Rizpah,Rispá,Riçpa,Rizpa
4433,רַקּוֹן,PN,locale,Rakkon,Racón,Raqqôn,Rakon
4434,רֶקֶם-1,PN,settlement,Rakem / Rekem,Réquem,Rèqem,Rekem
4435,רֶקֶם-2,PN,person,Rakem / Rekem,Réquem,Rèqem,Rekem
4436,רֶקֶם-3,PN,person,Rakem / Rekem,Réquem,Rèqem,Rekem
4437,רֶקֶם-4,PN,person,Rakem / Rekem,Réquem,Rèqem,Rekem
4438,רִקְמָה,RE,crafts /  cloth,embroidered cloth / needlework,bordado de colores,vêtement / tissé en couleurs,kain bersulam / sulaman
4439,רַקַּת,PN,settlement,Rakkath,Racat,Raqqath,Rakat
4440,רשׁע-1,AT,"morals and ethics; guilt, responsibility",to be guilty,ser culpable,être injuste / coupable,bersalah / fasik
4441,רשׁע-2,AT,"morals and ethics; guilt, responsibility",to declare guilty / to condemn as guilty,declarar culpable,condamner comme coupable,menyatakan bersalah
4442,רָשָׁע,BE,"people; morals and ethics; guilt, responsibility",wicked / godless,culpable / malvado,méchant / infidèle,jahat / murtad
4443,רשׁע-3,AT,"morals and ethics; guilt, responsibility",to act wickedly,hacer lo malo,agir par méchanceté,bertindak jahat
4444,רֶשֶׁף,PN,person,Resheph,Résef,Rèshef,Resef
4445,רֶשֶׁת,RE,tools /  hunting and fishing,net,red,filet,jaring
4446,רֹתֶם,FL,plants,broom,retama,genêt / genièvre [type de buisson,pohon arar atau rindang
4447,רִתְמָה,PN,locale,Rithmah,Ritmá,Ritma,Ritma
4448,שְׂבָכָה,RE,tools /  hunting and fishing,pitfall,entramado / malla,filet / grille,jaring / penutup lubang
4449,שְׂבָם,PN,settlement,Sebam,Sebam,Sevam,Sebam
4450,שִׂבְמָה,PN,settlement,Sibmah,Sibmá,Sivma,Sibma
4451,שְׂגוּב-1,PN,person,Segub,Segub,Segouv,Segub
4452,שְׂגוּב-2,PN,person,Segub,Segub,Segouv,Segub
4453,שֶׂה,FA,mammals,sheep,oveja / cabra,agneau / mouton / brebis,domba
4454,שׂוֹכֹה-1,PN,settlement,Soco,Socó,Soko,Sohko
4455,שׂוֹכֹה-2,PN,settlement,Soco,Socó,Soko,Sokho
4456,שׂוּכָתִי,PN,group,Sucathite,Sucateos,Soukatite,orang Sukhati
4457,שִׂטְנָה,PN,locale,Sitnah,Sitna,Sitna,Sitna
4458,שִׂיאוֹן,PN,nature,Sion,Sirión,Siôn,gunung Siryon
4459,שׂיד,RE,construction,to whitewash,revocar,blanchir,mengapur
4460,שִׂיד,RE,construction,whitewash,cal,chaux / plâtre,melabur
4461,שֻׂכָּה,RE,tools /  hunting and fishing,harpoon / fishing spear,arpón,harpon,seruit / tombak memancing
4462,שֵׂכוּ,PN,locale,Secu,Secú,Sékou,Sekhu
4463,שֶׂכְוִי,FA,birds /  domestic animals,rooster,gallo,coq,ayam jantan
4464,שָׂכְיָה,PN,person,Sachia,Saquías,Sakya,Sokhya
4465,שׂכל,AT,"wisdom, understanding",have insight / prudence,ser sabio o prudente / prosperar,prospérer / mettre en croix,memiliki pengertian / menjadi arif / beruntung / berhasil
4466,שֶׂכֶל,AT,"wisdom, understanding",insight / sense,entendimiento / razón / conocimiento / acierto / éxito / habilidad,discernement / intelligence / compréhension,kebijakan / akal / kecerdasan
4467,שָׂכָר-1,PN,person,Sachar,Sacar,Sakar,Sakhar
4468,שָׂכָר-2,PN,person,Sachar,Sacar,Sakar,Sakhar
4469,שְׂלָו,FA,birds,quail,codorniz,caille,burung puyuh
4470,שַׂלְמָא-1,PN,person,Salma,Salmá,Salma,Salma
4471,שַׂלְמָא-2,PN,person,Salma,Salmá,Salma,Salma
4472,שַׂלְמָה,PN,person,Salmon,Salmón,Salma,Salmon
4473,שַׂלְמוֹן,PN,person,Salmon,Salmón,Salma,Salmon
4474,שַׂמְלָה,PN,person,Samlah,Samlá,Samla,Samla
4475,שְׂמָמִית,FA,snakes and lizards,gecko,salamanquesa doméstica,lézard,cicak / tokek
4476,שְׂנִיר,PN,nature,Senir,Senir,Senir,Senir
4477,שָׂעִיר-1,FA,mammals /  sacrifices and offerings,he-goat,cabrito / chivo,bouc,kambing jantan
4478,שָׂעִיר-2,BE,supernatural beings and powers,satyr / goat idol,peludo,idole / démon,jin-jin / berhala atau patung kambing
4479,שֵׂעִיר-1,PN,person /  group /  area,Seir,Seír,Séïr,Seir
4480,שֵׂעִיר-2,PN,locale,Seir,Seír,Séïr,Seir
4481,שְׂעִירָה-1,FA,mammals /  sacrifices and offerings,she-goat,cabra,chèvre,kambing betina
