,word,Unnamed: 2,domains,english,spanish,french,indonesian
3218,Ραθαμιν (DC),PN,area,Rathamin,Ramataim,Ramathaïm,
3219,Ραμεσση (DC),PN,settlement,Raamses,Ramsés,Ramsès,
3220,Ραουμος (DC),PN,person,Rehum,Rehúm,Rehum,
3221,Ραούμος (DC),PN,person,Rehum,Rehúm,Rehum,
3222,Ρασσις (DC),PN,area,Rassis,Rasís,Rassis,
3223,Ραφαηλ (DC),PN,person,Raphael,Rafael,Raphaël,
3224,Ραφαϊν (DC),PN,person,Raphain,Rafaín,Raphaïn,
3225,Ραφία (DC),PN,settlement,Raphia,Rafia,Raphia,
3226,Ραφων (DC),PN,settlement,Raphon,Rafón,Raphôn,
3227,Ραψακης (DC),PN,titles,Rabshakeh,Laquis,Rabsakès,
3228,ῥάβδος-1 (DC),RE,?,rod / club / shepherd’s staff,bastón / vara / barra / palo / bastón de pastor,bâton / trique,
3229,ῥάβδος-2 (DC),RE,warfare,club / war club / mace / shattering weapon,garrote / garrote de guerra / mazo / estaca,club / massue,
3230,ῥάβδος-3 (DC),RE,royalty,scepter,cetro,sceptre,
3231,Ράγοι (DC),PN,settlement,Rhages,Ragues,Raguès,
3232,Ρησαίας (DC),PN,person,Resaiah,Resaías,Resaiah,
3233,Ροβοαμ (DC),PN,person,Rehoboam,Roboam,Roboam,
3234,Ροδοκος (DC),PN,person,Rhodocus,Ródoco,Rhodocus,
3235,Ροϊμος (DC),PN,person,Rehum,Rehúm,Rehum,
3236,ῥομφαία (DC),RE,?,sword,espada,épée / glaive,
3237,ῥοπή (DC),RE,?,balance scales,inclinación,balance,
3238,Ρόδος (DC),PN,area,Rhodes,Rodas,Rhodes,
3239,ῥύμη (DC),RE,?,street,calle / camino / sendero,rue,
3240,Ρωμαῖοι (DC),PN,group,Romans,Romanos,Romains,
3241,Ρωμαῖος (DC),PN,group,Roman,Romanos,romain,
3242,Ρώμη (DC),PN,settlement,Rome,Roma,Rome,
3243,Σαβαθος (DC),PN,person,Zabad,Zabad,Zabad,
3244,Σαβανναιους (DC),PN,person,Zabad,Zabad,Zabad,
3245,Σαβαννος (DC),PN,person,Binnui,Zabanos,Binnui,
3246,Σαβατ (DC),PN,calendar,Shebat,Sebat,Shebat,
3247,Σαββαιας (DC),PN,person,Sabbaias,Sabaías,Sabbaias,
3248,Σαββαταιος (DC),PN,person,Shabbethai,Sabtai,Shabbethai,
3249,σαγή (DC),RE,?,harness,arnés,harnais,
3250,Σαδδουκος (DC),PN,person,Zadok,Sadoc,Zadok,
3251,Σαθραβουζάνης (DC),PN,person,Sathrabuzanes,Satrabuzanes,Sathrabuzanes,
3252,Σαλαθιηλ (DC),PN,person,Shealtiel,Salatiel,Shealtiel,
3253,Σαλαμιηλ (DC),PN,person,Salamiel,Selumiel,Salamiel,
3254,Σαλημος (DC),PN,person,Shallum,Salum,Shallum,
3255,Σαλημ (DC),PN,settlement,Salem,Salem,Salem,
3256,Σαλθας (DC),PN,person,Salthas,Saldas,Salthas,
3257,Σαλλουμος (DC),PN,person,Shallum,Salum,Shallum,
3258,Σαλουμ (DC),PN,person,Shallum,Salum,Shallum,
3259,σαλπίζω (DC),MI,?,to sound the trumpet / to trumpet,tocar trompeta,retentir la trompette,
3260,Σαλωμων (DC),PN,person,Solomon,Salomón,Salomon,
3261,Σαλωμών (DC),PN,person,Solomon,Salomón,Salomon,
3262,Σαλωμ (DC),PN,person,Shallum,Salom,Salom,
3263,Σαμαιας (DC),PN,person,Shemaiah,Semaías,Schemaeja,
3264,Σαμαιος (DC),PN,person,Shemaiah,Semaías,Shemaiah,
3265,Σαμαίας (DC),PN,person,Shemaiah,Semaías,Schemaeja,
3266,Σαμαρῖτις (DC),PN,area,Samaria,Samaria,Samaritide,
3267,Σαματος (DC),PN,person,Samatus,Samatos,Samatus,
3268,Σαμάρεια (DC),PN,area,Samaria,Samaria,Samarie,
3269,Σαμμους (DC),PN,person,Shema,Sema,Shema,
3270,Σαμουηλ (DC),PN,person,Samuel,Samuel,Samuel,
3271,Σαμσαίος (DC),PN,person,Shimshai,Simsai,Schimschaï,
3272,Σαμσαῖος (DC),PN,person,Shimshai,Simsai,Schimschaï,
3273,Σαμψάμης (DC),PN,area,Sampsames,Sampsame,Sampsamé,
3274,Σαναας (DC),PN,person,Senaah,Senaá,Senaah,
3275,Σαναβάσσαρος (DC),PN,person,Sheshbazzar,Sesbasar,Sheshbazzar,
3276,σανδάλιον (DC),RE,?,sandal / shoe,sandalia,sandale,
3277,σανίδωμα (DC),RE,?,deck,tabla / tablón,deck,
3278,Σαουλ (DC),PN,person,Saul,Saúl,Saül,
3279,Σαραβιας (DC),PN,person,Sherebiah,Serebías,Sherebiah,
3280,Σαραιας (DC),PN,person,Seraiah,Seraías,Seraja,
3281,Σαραίας (DC),PN,person,Seraiah,Serebías,Seraja,
3282,Σαρασαδαι (DC),PN,person,Sarasadai,Surisadai,Sarasadaï,
3283,Σαρβαχα (DC),PN,person,Sarbacha,Sarbaca,Sarbakha,
3284,Σαρρα (DC),PN,person,Sarah,Sara,Sara,
3285,Σαρσαθαιος (DC),PN,person,Sarsathaeus,Sarsateo,Sarsathaïos,
3286,Σαρωθιε (DC),PN,person,Sarothie,Sarotí,Sarothie,
3287,Σαφατιας (DC),PN,person,Shephatiah,Sefatías,Shephatiah,
3288,Σαφατ (DC),PN,person,Shaphat,Safat,Shaphat,
3289,Σαφυθι (DC),PN,person,Shephatiah,Sefatías,Shephatiah,
3290,Σαχερδονος (DC),PN,person,Esarhaddon,Esarhadón,Asarhaddon,
3291,σάββατον (DC),MI,?,sabbath / the Sabbath,sábado,Sabbath,
3292,σάκκος (DC),RE,?,sackcloth / mourning clothes,tela gruesa o áspera,habit de sac,
3293,Σάμος (DC),PN,area,Samos,Samos,Samos,
3294,σάρξ-1 (DC),MI,?,flesh / meat,carne,chair / viande,
3295,σάρξ-2 (DC),MI,?,body,cuerpo,corps / chair,
3296,σάρξ-3 (DC),MI,?,being / creature,ser / criatura,être / chair,
3297,σάρξ-4 (DC),MI,?,person,carne,être humain / chair,
3298,Σεδεκιας (DC),PN,person,Zedekiah,Sedequías,Sédécias,
3299,Σεδεκίας (DC),PN,person,Zedekiah,Sedequías,Sédécias,
3300,Σελεμιας (DC),PN,person,Shelemiah,Selemías,Shelemiah,
3301,Σελεύκεια (DC),PN,settlement,Seleucia,Seleucia,Séleucie,
3302,Σελεύκος (DC),PN,person,Seleucus,Seleuco,Séleucus,
3303,Σεμεϊας (DC),PN,person,Shimei,Simí,Séméias,
3304,Σεμελιας (DC),PN,person,Shemeliah,Semelías / Semeías,Sémélias,
3305,Σεμεϊς (DC),PN,person,Shimei,Simí,Shimei,
3306,Σεμεϊ (DC),PN,person,Shimei,Simí,Shimei,
3307,σεμίδαλις (DC),RE,?,fine flour,harina,fine farine de blé,
3308,Σενναχηριμ (DC),PN,person,Sennacherib,Senaquerib,Sennakérib,
3309,Σενναχηρίμ (DC),PN,person,Sennacherib,Senaquerib,Sennakérib,
3310,Σεραρ (DC),PN,person,Serar,Serar,Serar,
3311,Σερεβιας (DC),PN,person,Sherebiah,Serebías,Sherebiah,
3312,Σεσθηλ (DC),PN,person,Sesthel,Sestel,Sesthel,
3313,Σεσσις (DC),PN,person,Shashai,Sasai,Shashai,
3314,Σεφηλα (DC),PN,area,Shephelah,Sefela,Simon,
3315,Σεχενιας (DC),PN,person,Shecaniah,Secanías,Shecaniah,
3316,Σεχενιος (DC),PN,person,Shecaniah,Secanías,Shecaniah,
3317,σέβασμα (DC),MI,?,an object of awe,objeto de adoración,objet d'adoration,
3318,σέβω (DC),MI,?,to worship / to revere,adorar / venerar,adorer,
3319,Σέλευκος (DC),PN,person,Seleucus,Seleuco,Séleucus,
3320,Σηθ (DC),PN,person,Seth,Set,Seth,
3321,σημεῖον (DC),MI,?,sign / calendar marks,señal,signe miraculeux / miracle / signe / par lequel quelque chose est connu ou distingué / indication / marque / signal / signal d'alarme,
3322,Σημ (DC),PN,person,Shem,Sem,Sem,
3323,Σήρων (DC),PN,person,Seron,Serón,Séron,
3324,σής (DC),FA,"insects, spiders, and worms",moth,polilla,teigne,
3325,σιβύνη (DC),RE,?,spear / lance,lanza,javelot / lance / pique,
3326,Σιδώνιος (DC),PN,group,Sidonian,Sidonio,Sidon,
3327,Σιδών (DC),PN,settlement,Sidon,Sidón,Sidon,
3328,Σικιμα (DC),PN,settlement,Shechem,Siquem,Sichem,
3329,Σικιμῖται (DC),PN,group,Shechemites,Siquemita,Shechemites,
3330,Σικυών (DC),PN,settlement,Sicyon,Sición,Sicyone,
3331,Σιμων (DC),PN,person,Simon,Simeón / Simón,Simon,
3332,Σινα (DC),PN,area,Sinai,Sinaí,Sinaï,
3333,Σιουαν (DC),PN,calendar,Sivan,Siván,Siwân,
3334,Σιραχ (DC),PN,person,Sirach,Sirá,Sirakh,
3335,Σισίννης (DC),PN,person,Sisinnes,Sisines,Sisinnes,
3336,Σιων (DC),PN,locale,Zion,Sión,Sion,
3337,σιωπάω (DC),MI,?,to keep silence / to say nothing,callar / guardar silencio,être silencieux ou calme / cesser de parler: calmer,
3338,σίδηρος-1 (DC),RE,?,blade,espada / hacha,larme,
3339,σίδηρος-2 (DC),MI,?,iron,hierro,fer,
3340,Σίδη (DC),PN,settlement,Side,Side,Sidé,
3341,σῖτος (DC),FL,?,grain,trigo / grano,blé,
3342,σκανδαλίζω (DC),MI,?,to cause sb to stumble / to be made to stumble,causar tropiezo,faire pécher qqn / être la cause du renoncement à sa foi [pass. renoncer à sa foi / être mené au péché / tomber dans le péché / irriter / choquer,
3343,σκάνδαλον-1 (DC),RE,?,trap / snare / obstacle,trampa / obstáculo,piège,
3344,σκάνδαλον-2 (DC),MI,?,offense,ofensa / falta,ce qui cause le péché ou donne l’occasion de pécher / qui cause le trébuchement ou le trouble / obstacle,
3345,σκάφη (DC),RE,?,bowl,cuenco,barque / chaloupe,
3346,σκάφος (DC),MI,?,boat,barco,vaisseau / bateau,
3347,σκευή-1 (DC),RE,?,vessel,recipiente / vaso / objeto,objets précieux,
3348,σκευή-2 (DC),RE,?,object / implement,objeto / instrumento,objet / outil,
3349,σκεῦος-1 (DC),RE,?,implement / object,objeto / instrumento / utensilio,objets divers / ustensile,
3350,σκεῦος-2 (DC),RE,?,vessel,instrumento,vase / ustensiles,
3351,σκηνή-1 (DC),RE,?,tent,tienda / casa de campaña,tente / pavillon,
3352,σκηνή-2 (DC),RE,sanctuary,tabernacle,tabernáculo,tente / temple / demeure,
3353,σκηνή-3 (DC),MI,?,festival of booths / Sukkot,festival de enramadas / Sukot / Sucot,fête des Huttes,
3354,σκηνοπηγία (DC),RE,?,booth / tabernacle,enramada / tabernáculo,tente,
3355,σκήνωμα (DC),RE,?,tent,tienda / campamento,tente,
3356,σκῆνος (DC),RE,?,tent,tienda,tente,
3357,σκῆπτρον (DC),RE,?,scepter,cetro,sceptre,
3358,σκληροκαρδία (DC),MI,?,hardness of heart,dureza del corazón,obstination,
3359,σκνίψ (DC),FA,"insects, spiders, and worms",gnat / mosquito / louse,mosquito,moustique,
3360,σκοπή (DC),RE,?,watchtower / tower,atalaya,guette / tour / une hauteur,
3361,σκορπίδιον (DC),RE,warfare,catapult / ballista,catapulta,baliste,
3362,σκορπίος (DC),FA,"insects, spiders, and worms",scorpion,escorpión / alacrán,scorpion,
3363,Σκυθοπολῖται (DC),PN,group,people of Scythopolis,De Escitópolis,Scythopolitains,
3364,σκύβαλον (DC),MI,?,filth,materia inútil / suciedad / basura,excréments / ordures,
3365,Σκύθαι (DC),PN,group,Scythians,Escitópolis,Scythe,
3366,Σκύθης (DC),PN,group,Scythians,Escitópolis,Scythopolis,
3367,σκύμνος (DC),FA,mammals,lion,cachorro de león,lion,
3368,σκώληξ (DC),MI,?,worm,gusano,ver,
3369,Σοδομῖται (DC),PN,group,people of Sodom,De Sodoma,Sodomite,
3370,Σομεϊς (DC),PN,person,Shimei,Simí,Shimei,
3371,Σουα (DC),PN,person,Sua,Sua,Sua,
3372,Σουβας (DC),PN,person,Subas,Subas,Subas,
3373,Σουδίας (DC),PN,person,Sudias,Sudias,Sudias,
3374,Σουδ (DC),PN,nature,Sud,Sud,Soud,
3375,Σουρ (DC),PN,settlement,Sur,Sur,Sour,
3376,Σουσαννα (DC),PN,person,Susanna,Susana,Suzanne,
3377,Σουσαν (DC),PN,settlement,Susa,Susa,Suse,
3378,Σουσά (DC),PN,settlement,Susa,Susa,Suse,
3379,Σουφιρ (DC),PN,area,Ophir,Ofir,Ofir,
3380,Σπανία (DC),PN,area,Spain,España,Espagne,
3381,Σπαρτιᾶται (DC),PN,group,Spartans,Espartano,Spartiates,
3382,σπάργανον (DC),RE,?,cloth for wrapping a baby,pañal,lange,
3383,Σπάρτη (DC),PN,settlement,Sparta,Esparta,Sparte,
3384,σπλάγχνον-1 (DC),MI,?,inward parts / entrails,entrañas / organos internos,entrailles,
3385,σπλάγχνον-2 (DC),MI,?,seat of feelings / emotions,emociones,source des sentiments / cœur,
3386,σπλάγχνον-3 (DC),MI,?,compassion / sympathy,compasión / simpatía,tendresse / affection / sympathie,
3387,σπλάγχνον-4 (DC),MI,?,body,cuerpo,corps,
3388,σπονδεῖον (DC),RE,?,cup,copa,coupe,
3389,σπουδή (DC),MI,?,haste / hurry,prisa / diligencia,sérieux / diligence / ardeur / zèle / effort,
3390,σταθμός (DC),RE,?,balance scales,balanza,balance,
3391,σταυρόω (DC),MI,?,to crucify,crucificar,crucifier,
3392,στάθμιον (DC),RE,?,stone weights,peso / balance,des poids,
3393,στεφανηφορέω (DC),RE,?,wreath / crown,corona / guirnalda,couronne,
3394,στεφανόω (DC),MI,?,to crown,coronar,couronne,
3395,στέγη (DC),RE,?,roof / housetop,pilar / columna,toit,
3396,στέφανος-1 (DC),RE,royalty,crown,corona,couronne / diadème,
3397,στέφανος-2 (DC),RE,?,wreath / garland,guirnalda,couronne,
3398,στέφανος-3 (DC),RE,?,forehead plate / forehead ornament,corona / turbante adornado,bijou d'or,
3399,στέφανος-4 (DC),MI,?,crown taxes,impuestos reales,couronne,
3400,στέφος (DC),RE,?,wreath / crown,corona / guirnalda,couronne,
3401,στέφω (DC),RE,?,to crown,corona / guirnalda,se courroner,
3402,στήλη (DC),RE,?,sacred pillar / sacred stone / memorial stone,pilar sagrado,pillier / colonne,
3403,στολή-1 (DC),RE,clothing,clothing / garment,vestidura / ropa,robe / vêtement,
3404,στολή-2 (DC),RE,rituals,robe,manta / túnica,robe,
3405,στόλος (DC),RE,?,fleet,flota,flotte,
3406,στρεβλωτήριον (DC),RE,?,rack,instrumento de tortura,chevalet,
3407,στρέβλη (DC),RE,?,rack / torture by rack,instrumento de tortura,torture,
3408,στρουθίον (DC),FA,birds,sparrow,gorrión,moineau,
3409,στρωμνή (DC),RE,?,bed / sleeping mat,cama / ropa de cama,lit,
3410,στῦλος (DC),RE,?,column / pillar / capital,pilar / columna / soporte,colonne / pilier,
3411,Συβαϊ (DC),PN,person,Subai,Subaí,Subai,
3412,συγκεντέω (DC),RE,?,to put to the sword,pasar a cuchillo,percer / poignarder,
3413,συγκολλάω (DC),RE,?,to glue,pegar,faire coller ensemble,
3414,Συμεων (DC),PN,person,Simeon,Simeón,Siméon,
3415,συμπαθής (DC),MI,?,sympathetic,simpático,partageant le même sentiment,
3416,συνείδησις (DC),MI,?,conscience,conciencia interna,conscience / connaissance,
3417,συνεκκεντέω (DC),MI,?,to put to the sword,perforar a través,percer / poignarder,
3418,Συριακή (DC),PN,language,Aramaic,Arameo,araméen,
3419,Συρία (DC),PN,area,Syria,Siria,Syrie,
3420,Συχεμ (DC),PN,settlement,Shechem,Siquem,Sichem,
3421,σφενδονήτης (DC),BE,warfare,slinger,hondero,hommes armés de frondes / frondeurs,
3422,σφενδόνη (DC),RE,warfare,sling,honda,fronde / lance-pierre,
3423,σφήξ (DC),FA,"insects, spiders, and worms",hornet / wasp,avispa,guêpe,
3424,σφραγίζω (DC),MI,?,to close with a seal / to seal,sellar / autenticar un documento con un sello,cacheter,
3425,σφραγίς (DC),RE,?,seal / signet,sello,sceau,
3426,σφῦρα (DC),RE,?,hammer,martillo,marteau,
3427,σχεδία (DC),RE,?,raft / float,balsa,radeau,
3428,Σχεδία (DC),PN,settlement,Schedia,Chedía,Schedia,
3429,σχίζα (DC),RE,?,arrow,flecha,flèche,
3430,σχοινίον (DC),RE,?,rope / cord,cuerda,corde,
3431,Σωβαι (DC),PN,person,Shobai,Sobai,Shobai,
3432,σωματικός (DC),MI,?,belonging to the body / of the body / corporeal / bodily,corporal,physiquement / corporellement,
3433,Σωσίπατρος (DC),PN,person,Sosipater,Sosípatro,Sosipater,
3434,σωτηρία-1 (DC),MI,?,deliverance / salvation,salvación / liberación,salut / delivrance / préservation / libération,
3435,σωτηρία-2 (DC),MI,?,safety,seguridad,securité,
3436,σωτήρ (DC),MI,?,saviour / deliverer,salvador / libertador,Sauveur / Rédempteur / Libérateur,
3437,σωτήριον (DC),MI,?,deliverance / salvation,salvación / liberación,salut / pouvoir salutaire,
3438,σωτήριος (DC),MI,?,bringing safety / of deliverance,saludable / liberador,salutaire,
3439,Σώστρατος (DC),PN,person,Sostratus,Sóstrates,Sostrate,
3440,σῶμα (DC),MI,?,body,cuerpo,corps,
3441,Ταβαωθ (DC),PN,person,Tabbaoth,Tabaot,Tabbaoth,
3442,Ταβελλιος (DC),PN,person,Tabeel,Tabeel,Tabeel,
3443,ταμιεῖον (DC),RE,?,treasury / strongroom,almacén,trésorerie / chambre secrete,
3444,Ταρσεῖς (DC),PN,settlement,Tarsus,Tarso,Tarse,
3445,ταῦρος (DC),FA,mammals,cattle / ox / bull,toro / buey,taureau,
3446,Ταφνας (DC),PN,settlement,Tahpanhes,Tafnes,Taphnès,
3447,τάλαντον (DC),MI,money,talent,talento,talent,
3448,Τάνις (DC),PN,settlement,Tanis,Tanis,Tanis,
3449,τάφος (DC),RE,?,tomb / grave,tumba / sepultura,tombeau / tombe,
3450,τεῖχος-1 (DC),RE,?,city wall,murallas / extramuros / muros de la ciudad,remparts / rempart / muraille / murailles / mur,
3451,τεῖχος-2 (DC),RE,?,boundary wall / fence,muralla / muro / valla,muraille,
3452,τετράποδος (DC),FA,mammals,four-footed animal / quadruped,animal de cuatro patas,quadrupèdes,
3453,Τεφων (DC),PN,settlement,Tephon,Tapúah,Téphôn,
3454,τέλος (DC),MI,?,end,final,fin / arrêt / conclusion / résultats / but / aspiration / accomplissement / taxe / revenu,
3455,τέμενος (DC),RE,?,pagan temple / idol’s temple,templo pagano,sanctuaire païen / temple,
3456,τέρας (DC),MI,?,portentous sign / wonder,señal portentosa / maravilla,une merveille / objet de merveille / présage / qqch indiquant un prochain événement,
3457,τήγανον (DC),RE,?,cauldron / brazier,sartén / cacerola,casserole / poéle,
3458,Τιμόθεος (DC),PN,person,Timothy,Timoteo,Timothée,
3459,Τίγρις (DC),PN,nature,Tigris,Tigris,Tigre,
3460,Τίτος (DC),PN,person,Titus,Tito,Titus,
3461,τοῖχος (DC),RE,?,boundary wall / fence,pared / valla,muraille,
3462,Τολβανης (DC),PN,person,Telem,Télem,Tolbanes,
3463,Τολμαν (DC),PN,person,Talmon,Talmón,Tolman,
3464,τοξότης (DC),RE,?,bow,arquero,arc,
3465,Τουβαν (DC),PN,person,Tobiah,Tobías,Tobiah,
3466,Τουβιανοί (DC),PN,group,Toubiani,Tubianos,Toubiens,
3467,Τουβίας (DC),PN,area,Tob,Tobías,Tobie,
3468,τόμος (DC),RE,?,scroll / book,rollo / libro,parchemin / livre,
3469,τόξευμα (DC),RE,?,arrow,flecha,flèche,
3470,τόξον (DC),RE,?,bow,arco,arc,
3471,τόπος (DC),MI,?,place,lugar,place / situation / région / voisinage / lieu,
3472,τράγος (DC),FA,mammals,goat,macho cabrío,bouc,
3473,τριήρης (DC),RE,?,trireme,trirreme,trirèmes,
3474,τρίβος (DC),RE,?,path / way,camino / sendero,chemin / voie,
3475,Τρίπολις (DC),PN,settlement,Tripolis,Trípoli,Tripoli,
3476,τροχός-1 (DC),RE,?,potter’s wheel,torno / rueda de alfarero,tour de potier,
3477,τροχός-2 (DC),RE,?,wheel,rueda,roue,
3478,τροχός-3 (DC),RE,?,wheel,wheel,roue,
3479,τρόπις (DC),RE,?,keel,quilla,carène,
3480,τρόπος (DC),MI,?,way / manner,manera / forma,manière / façon / la vie / façon de vivre,
